Business_ID,Business_Name,Industry,Country,State_Province,City,Event_Date,Year,Climate_Event,Severity,Temperature_Change_C,Rainfall_Deviation_Percent,Exposure_Score,Vulnerability_Score,Risk_Score,Risk_Level,Downtime_Days,Revenue_Loss_USD,Property_Damage_USD,Supply_Chain_Disruption,Employees_Affected,Recovery_Days,Risk_Mitigation_Investment_USD
B0432,FINA_0432,Finance,Australia,Victoria,Melbourne,2025-10-10,2025,Heatwave,Medium,1.5,-12.17,73.46,50.3,59,Medium,10,438079.41,122544.28,Medium,178,21,45543.06
B0433,MANU_0433,Manufacturing,Brazil,Rio de Janeiro,Rio de Janeiro,2025-07-03,2025,Storm,High,2.05,7.62,82.17,77.09,77,High,18,1186026.52,582382.93,High,156,30,57553.05
B0434,CONS_0434,Construction,Brazil,São Paulo,São Paulo,2024-04-14,2024,Cyclone,Critical,0.97,43.24,83.83,93.37,86,Critical,23,1073933.14,1000407.77,High,353,53,189080.61
B0435,CONS_0435,Construction,United States,Texas,Houston,2021-08-10,2021,Flood,Low,1.63,16.91,61.68,64.19,54,Medium,3,793136.0,224280.19,Medium,126,24,142240.72
B0436,HEAL_0436,Healthcare,Brazil,Bahia,Salvador,2024-04-04,2024,Drought,Medium,1.99,-12.97,48.09,72.15,53,Medium,17,639261.97,304617.97,Medium,78,48,53171.83
B0437,ENER_0437,Energy,United States,California,Los Angeles,2024-07-15,2024,Flood,High,2.75,46.43,94.57,53.47,83,Critical,18,1415970.58,602677.92,High,256,37,180998.98
B0438,HEAL_0438,Healthcare,Germany,Berlin,Berlin,2025-09-27,2025,Flood,Critical,2.55,3.29,73.5,76.74,61,High,18,928786.66,438542.29,Medium,87,48,156911.54
B0439,HOSP_0439,Hospitality,Japan,Tokyo,Tokyo,2022-05-22,2022,Drought,Critical,1.64,-9.48,74.78,56.89,69,High,24,1150957.54,541639.28,High,126,60,149613.79
B0440,FINA_0440,Finance,Japan,Osaka,Osaka,2025-12-10,2025,Flood,High,2.3,23.85,77.71,61.51,73,High,10,717150.72,331026.03,High,146,20,119635.48
B0441,MANU_0441,Manufacturing,India,Maharashtra,Mumbai,2022-09-27,2022,Storm,Medium,0.98,14.33,64.1,60.0,71,High,14,1465835.2,570089.72,High,283,25,175148.35
B0442,HEAL_0442,Healthcare,Japan,Aichi,Nagoya,2025-12-21,2025,Wildfire,High,1.82,-39.89,64.51,66.27,56,Medium,21,703262.29,196739.87,Medium,237,50,59574.86
B0443,TECH_0443,Technology,United States,New York,New York City,2025-07-13,2025,Cyclone,Medium,1.44,23.91,73.02,50.9,61,High,17,680914.42,78785.27,Medium,247,33,23199.43
B0444,HOSP_0444,Hospitality,Australia,Victoria,Melbourne,2021-01-20,2021,Storm,High,2.02,15.28,64.64,78.81,69,High,19,1007246.4,296185.97,High,195,35,49547.77
B0445,FINA_0445,Finance,India,Maharashtra,Mumbai,2025-10-05,2025,Storm,Medium,1.78,21.57,81.46,63.05,79,High,1,593356.34,88622.79,High,190,1,90033.28
B0446,MANU_0446,Manufacturing,Brazil,São Paulo,São Paulo,2020-07-03,2020,Heatwave,Medium,1.53,-51.92,85.35,62.55,85,Critical,12,1386049.73,469186.66,High,251,31,245283.72
B0447,CONS_0447,Construction,Germany,Berlin,Berlin,2021-07-08,2021,Cyclone,Medium,1.67,-18.31,68.54,46.7,53,Medium,15,1122536.21,898714.3,Medium,172,24,158030.36
B0448,HOSP_0448,Hospitality,Japan,Tokyo,Tokyo,2026-01-06,2026,Heatwave,High,2.38,-35.77,75.51,49.95,69,High,17,969579.57,448899.88,High,115,43,91533.77
B0449,MANU_0449,Manufacturing,India,Andhra Pradesh,Visakhapatnam,2026-02-27,2026,Cyclone,Critical,2.13,20.13,74.21,72.98,74,High,25,1224548.08,926288.79,High,134,42,166746.97
B0450,ENER_0450,Energy,Japan,Tokyo,Tokyo,2021-05-15,2021,Wildfire,Medium,2.06,-22.47,54.31,51.26,42,Medium,12,703032.25,338454.15,Medium,76,36,87799.84
B0451,RETA_0451,Retail,Germany,Hamburg,Hamburg,2020-03-28,2020,Wildfire,Medium,0.97,-7.6,94.41,40.71,58,Medium,11,722586.5,117592.42,Medium,234,21,58471.19
B0452,TECH_0452,Technology,United States,New York,New York City,2024-10-08,2024,Wildfire,Low,1.0,2.14,54.67,56.97,46,Medium,10,527975.46,299306.02,Medium,107,23,86829.26
B0453,AGRI_0453,Agriculture,Japan,Osaka,Osaka,2022-08-22,2022,Wildfire,Medium,2.16,8.71,70.39,80.69,89,Critical,20,1770266.14,1248536.61,High,327,50,229847.95
B0454,RETA_0454,Retail,Australia,Victoria,Melbourne,2022-06-19,2022,Storm,Medium,1.06,48.15,66.46,31.28,59,Medium,11,1002418.0,452644.68,Medium,239,27,81089.79
B0455,HEAL_0455,Healthcare,Australia,Victoria,Melbourne,2021-07-03,2021,Wildfire,High,1.39,-39.58,51.35,74.79,67,High,23,1064944.66,411915.55,High,152,35,123116.55
B0456,FINA_0456,Finance,Germany,Berlin,Berlin,2026-05-21,2026,Flood,Medium,1.72,13.47,62.42,63.88,61,High,8,694113.22,237166.58,Medium,106,24,122135.54
B0457,TRAN_0457,Transportation,Brazil,Bahia,Salvador,2025-06-11,2025,Heatwave,Medium,1.76,-15.91,49.49,43.36,43,Medium,15,673987.67,219256.35,Medium,102,21,70031.48
B0458,FINA_0458,Finance,Germany,Berlin,Berlin,2026-05-25,2026,Heatwave,Low,1.61,8.75,78.33,45.7,65,High,6,752383.72,258034.72,Medium,158,26,92922.39
B0459,CONS_0459,Construction,Japan,Osaka,Osaka,2026-08-16,2026,Wildfire,High,2.07,-9.71,63.91,83.78,65,High,20,723412.94,615470.9,Medium,149,49,33104.63
B0460,MANU_0460,Manufacturing,Germany,Hamburg,Hamburg,2022-10-28,2022,Heatwave,Low,1.89,-0.39,70.02,83.44,83,Critical,3,1278848.38,737509.21,High,214,28,147523.18
B0461,AGRI_0461,Agriculture,India,Maharashtra,Mumbai,2020-06-20,2020,Wildfire,High,2.29,-26.01,72.72,76.44,76,High,27,1438318.07,1006996.42,High,71,51,139869.86
B0462,CONS_0462,Construction,Brazil,Rio de Janeiro,Rio de Janeiro,2024-10-25,2024,Storm,Low,0.52,-0.03,74.26,68.78,70,High,7,1243178.0,372845.96,High,126,13,208548.27
B0463,HOSP_0463,Hospitality,Australia,Queensland,Brisbane,2021-10-03,2021,Heatwave,High,2.17,-9.52,78.31,84.81,72,High,20,1010043.44,467407.24,High,211,48,47984.93
B0464,TRAN_0464,Transportation,Australia,Queensland,Brisbane,2021-03-08,2021,Storm,Medium,0.86,11.33,50.82,62.41,58,Medium,11,778594.59,394601.55,Medium,166,22,126020.71
B0465,HEAL_0465,Healthcare,Brazil,Rio de Janeiro,Rio de Janeiro,2020-01-23,2020,Drought,Medium,3.33,3.58,68.98,63.42,64,High,9,1168158.72,302283.82,Medium,140,18,115399.57
B0466,HEAL_0466,Healthcare,Germany,Hamburg,Hamburg,2020-06-12,2020,Heatwave,Low,1.43,44.43,58.47,76.42,72,High,12,809333.32,337932.11,High,254,29,104157.43
B0467,CONS_0467,Construction,Japan,Osaka,Osaka,2026-06-01,2026,Storm,High,2.9,22.45,76.4,64.09,71,High,19,1231216.86,637262.57,High,111,44,60960.58
B0468,MANU_0468,Manufacturing,India,Andhra Pradesh,Visakhapatnam,2021-09-17,2021,Drought,Critical,2.42,-25.15,84.08,74.5,83,Critical,26,1415715.89,705156.2,High,226,50,81589.34
B0469,CONS_0469,Construction,India,Andhra Pradesh,Visakhapatnam,2023-11-26,2023,Heatwave,High,2.42,-6.7,85.94,56.9,65,High,24,1018028.6,310839.54,Medium,218,44,84949.87
B0470,HEAL_0470,Healthcare,Brazil,Rio de Janeiro,Rio de Janeiro,2026-07-04,2026,Drought,Low,0.62,-16.15,72.93,46.49,58,Medium,6,755647.71,175847.78,Medium,105,7,124481.91
B0471,ENER_0471,Energy,Australia,New South Wales,Sydney,2021-10-27,2021,Heatwave,Critical,2.78,-42.09,77.96,84.2,80,High,24,1250598.82,843652.63,High,154,48,175821.29
B0472,MANU_0472,Manufacturing,Japan,Aichi,Nagoya,2024-05-24,2024,Flood,High,1.44,33.4,93.75,70.44,93,Critical,19,1373672.85,773564.76,High,105,46,245747.01
B0473,HEAL_0473,Healthcare,Japan,Tokyo,Tokyo,2026-10-17,2026,Drought,Critical,2.36,-14.7,67.16,72.18,70,High,17,747089.43,618558.65,High,126,47,102419.72
B0474,RETA_0474,Retail,Japan,Aichi,Nagoya,2020-10-18,2020,Wildfire,High,1.71,18.91,81.14,92.11,90,Critical,18,913353.51,520922.44,High,172,42,116880.66
B0475,RETA_0475,Retail,Japan,Osaka,Osaka,2024-11-17,2024,Drought,Low,0.93,8.52,64.26,35.6,52,Medium,6,614071.96,305022.24,Medium,242,26,66446.9
B0476,AGRI_0476,Agriculture,Brazil,São Paulo,São Paulo,2021-05-26,2021,Cyclone,High,2.16,-7.67,74.34,72.03,74,High,21,1378711.86,661014.61,High,168,38,248163.38
B0477,MANU_0477,Manufacturing,United States,New York,New York City,2024-09-26,2024,Flood,High,0.72,4.7,73.98,72.2,69,High,20,1129527.44,360136.82,High,166,32,177608.4
B0478,ENER_0478,Energy,United States,California,Los Angeles,2024-09-16,2024,Flood,High,2.67,55.54,68.32,57.22,70,High,22,1220235.3,1028196.2,High,175,62,121188.64
B0479,TECH_0479,Technology,Brazil,São Paulo,São Paulo,2024-10-20,2024,Heatwave,Low,1.31,-26.23,64.38,61.53,49,Medium,11,604110.2,253260.1,Medium,213,22,29836.94
B0480,TECH_0480,Technology,Germany,Bavaria,Munich,2026-03-19,2026,Cyclone,Medium,1.46,13.33,52.64,69.03,57,Medium,7,775571.79,302577.77,Medium,159,14,48996.14
B0481,HOSP_0481,Hospitality,Japan,Aichi,Nagoya,2023-04-18,2023,Storm,Medium,1.72,-2.81,66.29,53.26,51,Medium,6,731771.17,281734.28,Medium,98,6,129158.02
B0482,ENER_0482,Energy,Brazil,São Paulo,São Paulo,2026-03-11,2026,Flood,Low,1.81,-28.76,62.66,42.64,50,Medium,8,743646.85,230639.34,Medium,171,22,64406.34
B0483,ENER_0483,Energy,India,Andhra Pradesh,Visakhapatnam,2022-06-02,2022,Storm,High,2.46,-6.5,70.47,46.12,52,Medium,11,1099467.71,355568.71,Medium,118,26,195352.01
B0484,TRAN_0484,Transportation,Australia,Queensland,Brisbane,2024-01-28,2024,Cyclone,Critical,2.24,63.87,81.32,73.96,81,Critical,26,1118053.9,744810.03,High,190,53,82810.95
B0485,RETA_0485,Retail,Japan,Aichi,Nagoya,2023-04-10,2023,Wildfire,High,1.95,-0.4,86.7,69.35,71,High,20,855126.71,497666.87,High,124,34,139419.58
B0486,TRAN_0486,Transportation,Germany,Berlin,Berlin,2020-09-14,2020,Cyclone,Low,1.33,-8.68,50.48,67.82,49,Medium,9,1075435.6,219385.05,Medium,102,23,94369.54
B0487,CONS_0487,Construction,Brazil,São Paulo,São Paulo,2025-03-12,2025,Wildfire,High,2.61,-8.56,68.95,80.42,76,High,22,1259460.69,470622.02,High,162,45,214461.36
B0488,RETA_0488,Retail,Japan,Osaka,Osaka,2023-06-11,2023,Drought,High,1.92,-43.98,72.25,69.43,49,Medium,14,741043.48,489625.23,Medium,126,32,123549.05
B0489,HEAL_0489,Healthcare,Japan,Aichi,Nagoya,2023-06-15,2023,Storm,High,1.64,-8.08,76.39,60.82,55,Medium,18,614281.1,293423.24,Medium,163,22,72252.32
B0490,HEAL_0490,Healthcare,Brazil,São Paulo,São Paulo,2025-03-17,2025,Wildfire,Low,0.04,18.8,67.36,57.56,68,High,7,808166.98,311702.45,High,96,23,76956.29
B0491,FINA_0491,Finance,Australia,Victoria,Melbourne,2021-04-22,2021,Cyclone,Medium,3.24,10.85,75.89,81.84,76,High,5,865855.05,409855.92,High,222,5,41285.11
B0492,TECH_0492,Technology,India,Maharashtra,Mumbai,2024-10-19,2024,Storm,Low,1.7,-12.59,56.71,36.19,56,Medium,8,695645.67,272896.31,Medium,168,17,68643.76
B0493,ENER_0493,Energy,Japan,Aichi,Nagoya,2024-07-01,2024,Storm,High,2.13,47.79,78.45,76.08,72,High,19,1234167.47,277732.73,High,152,36,42206.04
B0494,HEAL_0494,Healthcare,Japan,Tokyo,Tokyo,2023-09-27,2023,Cyclone,Medium,2.01,-27.16,68.58,59.0,62,High,11,768050.97,455374.74,Medium,218,34,33199.17
B0495,HEAL_0495,Healthcare,Germany,Hamburg,Hamburg,2023-03-12,2023,Wildfire,Medium,1.48,12.66,57.27,76.4,68,High,9,638835.83,252355.62,High,120,20,70968.23
B0496,TECH_0496,Technology,Brazil,Bahia,Salvador,2024-11-05,2024,Cyclone,High,1.74,-2.81,82.71,64.13,64,High,19,635792.22,263587.42,Medium,235,39,65174.97
B0497,FINA_0497,Finance,India,Andhra Pradesh,Visakhapatnam,2024-05-09,2024,Wildfire,High,1.85,-1.49,70.55,63.34,68,High,7,625277.0,114954.72,High,169,17,61498.83
B0498,ENER_0498,Energy,Brazil,Bahia,Salvador,2024-06-08,2024,Drought,Medium,1.91,18.06,90.3,73.31,78,High,18,1535909.41,242219.69,High,156,34,185143.3
B0499,TECH_0499,Technology,Australia,New South Wales,Sydney,2022-09-09,2022,Heatwave,High,1.61,-3.77,73.51,65.44,73,High,10,660287.04,325884.57,High,203,15,73985.1
B0500,HOSP_0500,Hospitality,United States,California,Los Angeles,2024-01-08,2024,Heatwave,Medium,1.04,-7.69,60.42,74.74,83,Critical,14,1333661.69,384741.19,High,214,38,76872.93
B0501,ENER_0501,Energy,Brazil,Rio de Janeiro,Rio de Janeiro,2026-01-28,2026,Wildfire,Low,1.12,-8.49,41.38,49.0,34,Medium,12,719482.23,119266.56,Low,118,30,98045.3
B0502,MANU_0502,Manufacturing,United States,Florida,Miami,2022-05-07,2022,Drought,Medium,2.56,-24.92,62.83,72.4,64,High,14,1034713.02,428263.78,Medium,148,14,179795.58
B0503,HEAL_0503,Healthcare,Brazil,São Paulo,São Paulo,2025-12-11,2025,Cyclone,High,2.27,-12.19,65.07,52.46,67,High,19,614085.12,154934.13,High,186,38,101368.33
B0504,CONS_0504,Construction,Japan,Aichi,Nagoya,2026-10-27,2026,Wildfire,Low,1.14,11.54,50.74,53.7,51,Medium,6,1072765.29,141149.19,Medium,201,9,143673.25
B0505,MANU_0505,Manufacturing,Germany,Bavaria,Munich,2025-03-08,2025,Drought,Low,1.35,17.61,61.03,69.01,69,High,5,1051699.19,358649.26,High,70,5,96842.45
B0506,TECH_0506,Technology,Japan,Aichi,Nagoya,2026-09-18,2026,Cyclone,High,2.12,23.92,75.35,53.91,59,Medium,14,601040.98,352950.3,Medium,80,40,80338.79
B0507,AGRI_0507,Agriculture,Brazil,Bahia,Salvador,2024-07-17,2024,Flood,High,1.44,63.7,100.0,57.08,75,High,24,1385288.44,629257.76,High,182,50,229215.87
B0508,AGRI_0508,Agriculture,Brazil,Rio de Janeiro,Rio de Janeiro,2022-06-26,2022,Wildfire,Critical,1.89,-25.88,60.15,75.01,65,High,33,1154677.92,480092.81,Medium,252,56,93374.25
B0509,AGRI_0509,Agriculture,Australia,Queensland,Brisbane,2024-12-28,2024,Cyclone,Medium,0.3,16.68,73.45,66.59,72,High,19,1215670.77,639670.02,High,153,32,167710.04
B0510,ENER_0510,Energy,Japan,Tokyo,Tokyo,2022-08-07,2022,Flood,Low,2.39,23.2,65.6,79.34,65,High,11,1163938.24,599311.12,Medium,149,29,102487.53
B0511,HEAL_0511,Healthcare,Brazil,Bahia,Salvador,2020-08-20,2020,Storm,Medium,1.97,12.12,72.04,58.56,64,High,2,679042.99,382133.41,Medium,225,7,105957.75
B0512,AGRI_0512,Agriculture,Australia,Victoria,Melbourne,2026-09-21,2026,Cyclone,Medium,1.16,-13.44,48.44,60.05,49,Medium,18,930137.69,541776.17,Medium,77,37,70405.94
B0513,TRAN_0513,Transportation,Brazil,Bahia,Salvador,2021-03-06,2021,Storm,High,2.26,10.37,73.04,83.71,77,High,20,1273943.02,784368.8,High,176,37,124042.45
B0514,CONS_0514,Construction,Japan,Aichi,Nagoya,2023-10-07,2023,Flood,Low,1.17,-25.75,49.9,38.31,39,Medium,4,768982.61,235883.74,Medium,89,4,76442.12
B0515,RETA_0515,Retail,United States,Florida,Miami,2020-04-25,2020,Cyclone,Low,0.8,-60.66,57.44,66.9,70,High,6,1018704.98,418667.93,High,106,10,137400.14
B0516,MANU_0516,Manufacturing,Brazil,Rio de Janeiro,Rio de Janeiro,2021-03-17,2021,Wildfire,High,1.16,-26.34,68.01,61.16,65,High,23,1091997.45,751591.79,Medium,127,62,151580.9
B0517,CONS_0517,Construction,Australia,New South Wales,Sydney,2026-03-27,2026,Drought,High,2.38,-21.62,54.1,81.18,63,High,24,936615.35,514735.42,Medium,201,43,87021.4
B0518,TRAN_0518,Transportation,Brazil,São Paulo,São Paulo,2020-04-10,2020,Flood,High,1.8,-5.01,80.94,70.45,72,High,25,1446605.45,699420.44,High,205,40,154676.01
B0519,ENER_0519,Energy,United States,California,Los Angeles,2021-08-09,2021,Drought,High,2.04,-11.7,98.37,56.5,85,Critical,18,1616281.24,549317.42,High,304,36,215319.11
B0520,CONS_0520,Construction,Brazil,Rio de Janeiro,Rio de Janeiro,2021-11-28,2021,Storm,Medium,1.75,3.69,61.41,73.43,71,High,10,1132854.89,276332.09,High,205,24,162336.18
B0521,TECH_0521,Technology,Brazil,Rio de Janeiro,Rio de Janeiro,2020-12-28,2020,Flood,Medium,1.85,27.25,72.55,41.98,51,Medium,7,342729.8,162510.82,Medium,155,31,33310.63
B0522,TECH_0522,Technology,Australia,Victoria,Melbourne,2020-11-08,2020,Heatwave,Critical,2.9,-25.42,69.22,69.88,57,Medium,16,612492.69,218493.9,Medium,108,21,74154.75
B0523,MANU_0523,Manufacturing,United States,Florida,Miami,2021-07-04,2021,Flood,High,2.15,34.74,67.83,57.81,66,High,24,1142228.98,583967.21,High,204,54,146585.98
B0524,TECH_0524,Technology,Australia,Queensland,Brisbane,2021-04-18,2021,Drought,Critical,0.87,-53.58,82.07,93.65,85,Critical,15,511091.56,247123.05,High,237,37,87693.19
B0525,AGRI_0525,Agriculture,Australia,Queensland,Brisbane,2023-05-02,2023,Flood,Low,2.0,-5.21,59.96,60.61,55,Medium,17,1275736.92,298574.01,Medium,98,46,196624.77
B0526,CONS_0526,Construction,India,Maharashtra,Mumbai,2024-08-27,2024,Storm,Critical,3.03,56.11,95.3,96.7,100,Critical,19,1865952.26,785845.63,High,246,40,265207.9
B0527,FINA_0527,Finance,Germany,Hamburg,Hamburg,2020-08-13,2020,Heatwave,Medium,1.73,-27.36,67.96,72.97,75,High,10,808500.6,907257.6,High,233,20,74591.55
B0528,ENER_0528,Energy,Australia,Victoria,Melbourne,2021-02-10,2021,Flood,Low,0.15,-29.84,78.72,56.64,58,Medium,16,818024.94,356444.08,Medium,214,33,134324.43
B0529,HEAL_0529,Healthcare,United States,Texas,Houston,2026-03-15,2026,Flood,Medium,2.36,-22.41,75.25,47.05,50,Medium,14,783368.36,236289.95,Medium,96,31,105680.55
B0530,TRAN_0530,Transportation,Japan,Tokyo,Tokyo,2025-04-06,2025,Drought,Medium,2.43,6.24,66.23,47.06,48,Medium,18,682563.78,354388.44,Medium,160,41,78480.19
B0531,CONS_0531,Construction,Australia,Victoria,Melbourne,2021-07-09,2021,Cyclone,Critical,1.81,41.51,75.83,81.27,83,Critical,26,1192390.49,924094.87,High,231,50,56433.67
B0532,HOSP_0532,Hospitality,Japan,Osaka,Osaka,2021-09-26,2021,Flood,Low,1.15,-27.37,82.77,41.67,65,High,18,944019.18,97581.04,Medium,98,44,57485.34
B0533,TECH_0533,Technology,Brazil,Rio de Janeiro,Rio de Janeiro,2021-09-06,2021,Drought,Medium,1.07,27.64,66.83,57.76,74,High,10,793227.2,393218.17,High,185,11,74886.38
B0534,TRAN_0534,Transportation,Brazil,Rio de Janeiro,Rio de Janeiro,2024-05-13,2024,Flood,Medium,1.86,-25.64,75.49,56.64,72,High,13,1006037.46,212786.36,High,191,29,156081.51
B0535,CONS_0535,Construction,Germany,Hamburg,Hamburg,2022-09-25,2022,Wildfire,Low,0.81,-7.8,52.76,74.0,64,High,9,881257.88,66492.97,Medium,193,25,38801.36
B0536,TECH_0536,Technology,Brazil,São Paulo,São Paulo,2025-08-28,2025,Flood,High,1.95,29.46,95.07,78.08,82,Critical,14,695603.08,352236.28,High,235,20,100487.43
B0537,TECH_0537,Technology,Japan,Aichi,Nagoya,2022-12-06,2022,Cyclone,High,1.43,48.56,76.13,50.98,55,Medium,13,596612.32,246639.35,Medium,163,38,31585.98
B0538,CONS_0538,Construction,United States,Texas,Houston,2021-04-27,2021,Drought,Low,1.34,14.34,61.32,59.52,64,High,7,1073165.34,29797.31,Medium,184,18,113186.84
B0539,FINA_0539,Finance,Germany,Berlin,Berlin,2021-10-23,2021,Cyclone,High,2.36,32.32,79.52,71.47,94,Critical,12,708439.19,218748.86,High,219,34,79768.67
B0540,FINA_0540,Finance,Australia,New South Wales,Sydney,2025-10-02,2025,Wildfire,Critical,2.41,-25.08,88.84,58.42,77,High,10,610955.14,525019.37,High,176,26,69342.97
B0541,CONS_0541,Construction,Australia,Queensland,Brisbane,2025-02-25,2025,Flood,High,2.0,1.7,66.57,76.86,74,High,14,962473.02,578019.46,High,164,33,85760.5
B0542,TRAN_0542,Transportation,Japan,Tokyo,Tokyo,2026-12-16,2026,Drought,Low,1.08,21.79,69.51,26.26,59,Medium,12,983468.93,0.0,Medium,196,31,124220.02
B0543,CONS_0543,Construction,Australia,Queensland,Brisbane,2020-09-18,2020,Heatwave,Critical,2.88,-36.56,100.0,96.73,100,Critical,24,1530573.53,455907.1,High,332,56,217173.64
B0544,TRAN_0544,Transportation,United States,New York,New York City,2025-05-18,2025,Storm,High,0.81,-14.32,77.19,58.93,57,Medium,21,1100728.37,285453.04,Medium,113,40,176187.56
B0545,TRAN_0545,Transportation,United States,Florida,Miami,2024-11-26,2024,Cyclone,Medium,1.44,7.29,62.58,66.99,64,High,13,1123998.13,249145.58,Medium,195,24,138543.38
B0546,RETA_0546,Retail,Australia,Queensland,Brisbane,2024-04-15,2024,Cyclone,Medium,1.77,33.18,69.08,86.9,65,High,11,733496.94,263464.04,Medium,191,34,72232.09
B0547,HEAL_0547,Healthcare,United States,Florida,Miami,2025-08-19,2025,Wildfire,High,1.8,-8.63,79.55,62.48,65,High,17,918075.33,368514.77,Medium,236,27,48820.71
B0548,FINA_0548,Finance,Australia,Queensland,Brisbane,2024-08-04,2024,Wildfire,Low,1.27,30.42,62.7,63.76,68,High,2,677303.27,171300.27,High,231,2,25326.51
B0549,ENER_0549,Energy,Brazil,São Paulo,São Paulo,2025-11-07,2025,Storm,Medium,1.59,10.57,75.12,65.3,70,High,24,1286910.57,561223.93,High,145,56,229638.63
B0550,MANU_0550,Manufacturing,Japan,Tokyo,Tokyo,2022-12-11,2022,Heatwave,Medium,1.02,32.18,56.91,81.27,80,High,16,1435117.38,931016.6,High,246,38,83263.27
B0551,MANU_0551,Manufacturing,Japan,Osaka,Osaka,2022-04-11,2022,Drought,Medium,2.04,6.91,77.67,56.54,58,Medium,17,1011914.37,157556.32,Medium,143,31,179942.78
B0552,RETA_0552,Retail,United States,Texas,Houston,2020-01-22,2020,Cyclone,High,2.01,20.93,67.6,71.77,80,High,16,1050480.05,898593.51,High,135,22,71939.24
B0553,MANU_0553,Manufacturing,India,Andhra Pradesh,Visakhapatnam,2023-04-06,2023,Wildfire,Medium,1.56,13.72,64.55,55.2,46,Medium,16,878735.32,457921.74,Medium,108,48,71661.45
B0554,AGRI_0554,Agriculture,India,Maharashtra,Mumbai,2022-07-02,2022,Flood,Low,0.77,-21.66,54.71,40.27,38,Medium,12,555083.74,166959.08,Medium,96,24,60893.5
B0555,AGRI_0555,Agriculture,Brazil,São Paulo,São Paulo,2025-09-09,2025,Wildfire,Medium,1.65,40.56,69.9,70.35,66,High,14,1192263.28,806796.04,High,157,30,172255.98
B0556,TECH_0556,Technology,Germany,Bavaria,Munich,2023-01-22,2023,Wildfire,Medium,1.25,-8.69,71.08,61.6,61,High,10,804852.29,363958.42,Medium,211,37,89988.03
B0557,AGRI_0557,Agriculture,Japan,Aichi,Nagoya,2021-10-10,2021,Cyclone,High,2.46,22.67,95.63,73.79,85,Critical,22,1789916.63,539122.17,High,197,51,166854.97
B0558,FINA_0558,Finance,India,Andhra Pradesh,Visakhapatnam,2026-08-03,2026,Storm,Medium,0.7,-13.21,54.25,47.86,51,Medium,8,356853.91,73437.68,Medium,167,12,42606.31
B0559,TRAN_0559,Transportation,Australia,Queensland,Brisbane,2023-09-04,2023,Storm,Medium,2.03,-35.39,47.08,67.78,51,Medium,10,1069243.67,540437.02,Medium,102,22,108649.87
B0560,ENER_0560,Energy,United States,California,Los Angeles,2020-02-05,2020,Heatwave,Medium,1.65,16.91,66.65,64.99,69,High,17,1318762.24,720310.89,High,151,33,235837.5
B0561,MANU_0561,Manufacturing,Australia,New South Wales,Sydney,2022-04-15,2022,Storm,Critical,2.33,63.69,72.71,69.39,68,High,26,1120066.98,0.0,High,182,49,194369.61
B0562,RETA_0562,Retail,Brazil,Rio de Janeiro,Rio de Janeiro,2026-08-16,2026,Wildfire,Low,1.03,16.06,56.88,40.5,46,Medium,14,861973.22,148887.01,Medium,188,31,44912.68
B0563,HEAL_0563,Healthcare,Brazil,Rio de Janeiro,Rio de Janeiro,2024-10-07,2024,Wildfire,High,1.95,6.46,66.74,43.64,57,Medium,13,801926.66,325060.46,Medium,140,27,54516.86
B0564,TECH_0564,Technology,Japan,Tokyo,Tokyo,2021-12-24,2021,Drought,Medium,0.38,-8.33,50.0,68.56,65,High,8,684468.25,346296.78,Medium,206,21,22860.38
B0565,CONS_0565,Construction,Germany,Bavaria,Munich,2024-03-10,2024,Storm,High,2.08,37.53,91.85,84.15,86,Critical,19,1296524.67,316237.41,High,231,19,176273.14
B0566,FINA_0566,Finance,Australia,Victoria,Melbourne,2021-07-04,2021,Heatwave,Medium,2.0,17.0,62.01,54.65,62,High,4,514343.96,162963.84,Medium,211,10,46817.17
B0567,HOSP_0567,Hospitality,India,West Bengal,Kolkata,2025-05-08,2025,Cyclone,Medium,1.39,26.19,83.18,54.87,64,High,12,864356.2,260590.38,Medium,96,30,26837.73
B0568,HEAL_0568,Healthcare,Japan,Tokyo,Tokyo,2023-04-21,2023,Wildfire,Medium,2.34,-15.92,85.59,62.23,62,High,20,722416.95,411490.88,Medium,205,43,23602.36
B0569,HEAL_0569,Healthcare,Japan,Osaka,Osaka,2020-02-09,2020,Storm,Low,1.36,-42.48,61.99,52.24,50,Medium,11,561499.75,228607.49,Medium,163,35,98522.08
B0570,AGRI_0570,Agriculture,India,Tamil Nadu,Chennai,2022-10-19,2022,Wildfire,High,2.03,1.86,73.39,42.63,43,Medium,23,756953.37,486708.64,Medium,98,60,126365.17
B0571,AGRI_0571,Agriculture,Germany,Berlin,Berlin,2026-10-24,2026,Storm,Medium,1.58,-21.94,85.63,68.66,79,High,18,1482497.58,471187.78,High,256,33,177207.8
B0572,FINA_0572,Finance,India,West Bengal,Kolkata,2021-01-01,2021,Drought,Critical,3.16,-60.54,80.39,70.66,78,High,13,597956.21,391074.46,High,291,13,75546.84
B0573,RETA_0573,Retail,Germany,Hamburg,Hamburg,2023-01-19,2023,Heatwave,Medium,1.5,16.4,85.32,77.65,89,Critical,14,1236318.72,673036.51,High,215,27,193707.93
B0574,ENER_0574,Energy,India,Andhra Pradesh,Visakhapatnam,2022-11-23,2022,Flood,High,1.91,-1.8,67.48,95.19,85,Critical,24,1455140.76,686218.57,High,148,60,117095.34
